date,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
d55d7372,7.1,6.2,5.7,6.9,2.7,1.2,2.6,1.0,0.7,0.8,5.7,9.8,4.4,3.0,7.2,3,1,4,2,1,12.9,12.1,11.6,11.0,10.7,3.9,6.2,1.7,2.0,2.9,3,2,1,2,3,1019.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.9,2.5,1.3,4.6,-1.8,0.0,0.0,0.0,0.0,0.0
d56c24e3,23.0,22.0,20.6,22.4,19.1,2.8,3.0,0.6,0.8,0.5,10.8,11.9,6.5,4.7,5.1,6,4,6,7,3,27.3,26.3,22.7,26.4,23.0,6.9,6.7,1.6,2.1,2.0,6,6,4,2,4,1000.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.0,19.2,18.5,19.7,16.1,8.0,0.0,19.5,8.5,13.0
d5a90a8f,26.2,24.5,23.4,25.9,22.3,2.3,1.0,0.4,1.0,0.4,10.1,6.5,3.8,3.5,5.2,3,6,6,6,3,32.5,29.5,29.4,32.9,28.3,6.8,3.6,1.6,2.6,1.9,3,6,6,2,3,1006.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.5,21.9,21.2,22.3,19.1,0.0,0.5,2.0,0.0,0.0
d8ce0ebd,20.2,19.3,19.3,21.3,15.5,1.8,1.6,1.1,1.5,0.6,8.8,7.5,6.3,6.5,4.5,6,6,1,6,4,28.3,28.3,27.5,29.1,24.0,5.6,3.8,2.2,3.8,1.7,6,6,6,6,4,1021.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.5,11.7,13.8,16.7,9.7,0.0,0.0,0.0,0.0,0.0
d959cc38,22.7,23.0,21.8,22.0,19.7,2.3,2.8,0.5,0.9,0.6,9.0,11.4,4.2,3.4,7.0,6,4,2,2,1,25.5,26.9,24.3,24.9,22.0,6.8,7.3,1.5,2.3,2.5,6,6,0,2,3,1006.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.3,20.4,20.1,20.1,17.3,18.0,3.0,29.5,11.0,31.0
d9b0be16,20.0,20.4,18.4,20.0,16.1,1.7,1.8,0.9,1.2,0.6,7.2,9.6,6.5,5.5,5.4,5,1,6,6,4,27.5,27.0,26.3,27.6,23.8,5.0,5.0,2.1,3.4,2.2,6,1,6,6,6,1012.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.5,13.6,13.5,15.1,11.0,0.0,0.0,0.0,0.0,0.0
d9cea8e0,10.0,9.7,9.1,9.9,6.4,1.2,1.4,0.9,0.6,0.5,4.3,8.3,6.8,3.9,2.9,6,6,1,6,7,13.9,14.9,13.3,13.9,11.0,3.1,4.5,2.0,2.0,1.3,6,4,2,6,7,1012.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.5,3.7,4.5,5.4,0.6,0.0,0.0,0.0,0.0,0.0
da9e7d1c,19.5,18.2,18.2,19.7,16.8,1.3,0.7,0.7,0.8,0.3,9.1,3.4,4.3,4.5,2.4,6,5,1,2,0,23.7,21.5,22.2,23.6,20.4,6.2,2.3,1.7,2.3,1.0,6,4,2,2,4,1015.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.3,16.3,16.3,17.3,14.4,7.0,2.0,7.5,4.5,11.5
dab5c008,27.1,26.2,24.7,26.9,22.5,1.6,1.3,1.1,1.0,0.6,9.1,5.3,5.1,4.3,3.0,1,3,1,3,6,34.2,33.6,32.6,34.7,29.6,5.8,3.1,1.9,3.0,1.4,3,3,2,7,6,1009.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.1,20.1,20.9,21.5,17.2,0.0,0.0,0.0,0.0,0.0
db1573ac,25.1,24.2,22.9,23.7,21.4,2.8,1.3,0.6,0.9,0.5,10.1,6.1,4.3,4.1,5.3,7,6,6,2,4,30.8,30.6,27.1,28.9,27.7,6.6,4.0,1.9,3.2,2.2,5,6,6,2,4,1010.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.7,21.2,21.5,20.8,18.3,14.5,9.5,20.0,4.0,7.0
db406930,19.8,18.3,15.7,18.6,14.6,3.8,4.3,0.8,1.5,1.1,13.1,15.2,6.3,7.7,8.6,6,4,7,6,4,25.3,24.0,23.0,26.4,20.7,7.5,8.0,2.6,4.3,3.4,6,4,6,6,3,1001.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.0,12.3,10.4,13.6,9.1,0.0,0.0,0.0,0.0,0.0
dcb66031,2.4,2.1,1.2,2.5,-0.8,2.7,3.1,0.6,1.2,1.6,15.4,13.2,6.0,11.3,10.6,3,6,2,6,3,8.7,6.8,7.0,9.3,3.0,9.7,7.5,1.6,4.7,3.9,3,3,0,6,3,1004.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.7,-1.7,-3.4,-2.2,-3.5,0.0,0.0,0.0,0.0,0.0
dce83223,19.0,18.1,18.1,18.6,16.5,3.2,4.1,0.8,1.2,1.3,9.6,13.4,9.8,8.4,10.4,6,4,6,7,5,20.7,20.8,20.5,21.8,19.3,6.2,7.7,3.2,3.8,3.9,7,6,6,3,3,1003.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.9,14.1,14.8,15.5,13.0,106.5,88.5,194.5,113.5,149.5
dd972ec5,9.5,9.6,6.7,10.1,5.4,6.0,3.0,0.9,2.1,2.6,18.7,13.1,7.1,12.2,13.0,7,7,6,6,7,14.0,14.9,11.4,16.0,9.8,10.7,6.2,2.2,5.2,4.8,7,6,6,2,3,995.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.4,3.4,0.8,4.0,-1.7,0.5,0.0,4.0,1.0,1.0
de0cc33b,23.1,22.1,21.3,22.2,19.3,2.4,2.3,0.5,1.1,0.6,7.9,8.6,4.7,3.8,7.3,6,6,7,2,6,25.4,24.7,23.0,24.5,22.0,5.8,5.4,1.6,2.3,2.4,6,6,0,2,3,1006.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.9,19.0,20.2,20.1,17.2,22.0,25.5,103.5,26.0,34.0
de466d2d,20.2,18.8,17.4,20.9,15.2,1.8,2.4,1.2,1.3,0.8,10.4,10.8,6.4,7.5,7.3,6,1,6,6,7,27.1,25.9,25.4,27.7,22.7,7.3,6.9,2.4,4.6,2.6,7,2,6,6,1,1004.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.2,12.9,12.4,16.7,9.4,0.0,2.0,0.0,0.0,0.0
de8249e7,5.9,5.4,4.1,6.6,2.7,1.5,1.6,0.9,0.8,0.9,12.3,7.8,6.0,5.9,6.2,3,6,6,6,4,15.6,13.9,12.4,16.5,12.6,8.1,5.1,2.4,3.4,2.3,3,6,6,6,4,1014.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.5,-0.6,0.0,1.9,-2.6,0.0,0.0,0.0,0.0,0.0
deb47133,21.0,21.3,19.9,21.1,16.8,2.6,2.4,1.3,1.9,0.9,11.0,10.4,6.7,9.0,7.9,3,6,6,6,5,28.8,29.5,27.3,29.1,24.4,7.1,5.7,2.8,5.0,2.8,3,4,6,6,6,1004.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.8,14.4,13.8,15.2,11.6,0.0,0.0,0.0,0.0,0.0
df89effe,18.5,17.3,17.3,19.2,15.6,1.1,2.9,0.8,0.7,0.3,4.8,10.5,3.9,6.6,4.5,6,2,3,6,4,20.5,19.6,18.7,22.7,17.3,3.0,6.3,1.7,3.6,2.0,6,1,2,6,4,1002.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.3,16.4,16.5,17.9,14.2,27.0,33.0,27.5,32.5,33.5
e1bce14d,17.9,17.5,16.4,17.6,13.2,2.1,1.8,1.4,1.6,0.9,10.2,7.3,7.7,10.0,7.7,6,6,7,6,4,27.7,26.9,26.3,28.2,23.4,6.9,4.4,3.0,4.9,3.1,7,6,6,6,3,1003.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.8,9.0,8.3,9.1,4.5,0.0,0.0,0.0,0.0,0.0
e3ba4ed6,23.3,23.3,21.2,23.2,19.5,2.3,2.2,1.0,1.3,0.5,11.9,14.5,12.8,9.1,6.8,4,6,6,6,3,32.2,32.3,30.8,32.4,28.0,7.3,7.7,4.6,5.1,2.3,4,4,6,6,1,1008.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.2,18.5,18.0,17.8,14.9,15.0,3.0,43.5,15.5,28.5
e3c541a1,7.0,6.4,5.2,7.4,4.6,2.1,2.3,1.2,1.3,1.3,10.5,10.3,6.4,7.6,7.0,3,2,6,6,3,16.1,15.5,13.4,17.2,12.5,7.4,6.5,2.7,4.3,3.0,3,2,6,6,4,1016.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.1,-1.5,-2.5,-0.1,-2.3,0.0,0.0,0.0,0.0,0.0
e3f57599,14.7,12.5,12.4,14.9,11.2,3.2,3.1,1.0,1.8,1.3,11.4,10.6,7.1,7.9,7.9,2,1,6,6,7,21.9,19.1,20.2,23.5,18.8,7.1,6.2,3.0,4.6,3.1,2,2,6,6,3,1009.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.9,6.7,6.8,7.4,5.3,0.0,0.5,0.0,0.0,0.0
e4037620,22.9,22.7,22.0,21.8,19.1,1.8,2.1,0.7,0.8,0.5,7.7,9.5,4.1,6.7,4.1,4,4,7,6,6,27.9,28.4,28.8,27.6,24.3,5.7,5.6,1.6,3.3,1.9,4,6,0,6,4,1016.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.5,18.8,18.3,17.4,14.8,8.5,2.5,7.5,6.0,13.0
e8410611,2.3,1.1,-0.1,2.6,-1.7,3.0,2.7,0.6,1.2,0.8,12.4,12.0,5.9,7.9,7.0,6,6,6,6,3,6.8,6.9,4.3,9.2,3.0,8.7,7.3,2.5,4.6,3.1,6,6,6,6,3,1011.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.1,-4.4,-2.8,-2.1,-6.8,0.0,0.0,0.0,0.0,0.0
e902da03,4.9,4.8,2.8,5.2,1.6,4.2,4.8,0.9,1.9,1.7,21.0,21.2,10.2,11.2,13.4,7,3,6,6,1,10.5,10.9,6.5,10.8,8.5,12.8,8.7,2.2,6.2,5.2,7,2,3,6,3,992.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.8,-2.8,-2.4,-0.1,-5.5,11.0,9.5,28.5,7.0,20.0
e975c8a7,22.7,20.7,21.3,22.3,19.8,2.7,1.4,0.5,0.7,0.7,8.0,8.5,5.1,3.2,7.4,7,6,6,2,3,24.6,23.1,22.7,24.1,21.5,5.7,4.4,1.8,2.0,2.2,7,6,7,2,3,1004.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.3,19.4,20.5,21.3,18.3,30.5,51.5,146.0,17.5,31.5
e9edadfc,25.5,24.1,23.2,24.8,21.6,2.7,3.1,0.6,1.2,0.8,8.9,11.9,5.4,7.2,8.1,6,6,6,6,5,30.5,29.7,29.0,32.7,26.3,5.2,6.9,2.2,3.3,2.2,7,6,6,6,3,1005.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.6,20.6,20.5,20.7,18.2,4.0,6.5,8.0,0.0,0.5
ea649302,17.4,17.2,15.4,17.1,13.3,2.4,4.4,0.4,1.0,0.4,7.5,13.3,2.6,5.5,3.1,7,6,2,2,5,21.3,20.6,17.3,20.0,16.4,5.2,8.2,1.3,3.3,1.3,7,6,0,2,4,1006.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.0,14.9,14.0,15.5,11.7,18.0,1.0,20.5,15.5,36.5
eabeab9e,14.8,13.8,14.2,15.4,11.1,1.8,2.3,0.9,1.1,0.5,10.6,10.1,5.0,5.3,5.4,0,2,2,6,6,21.5,20.8,22.6,21.3,17.5,5.4,6.2,1.7,3.2,3.3,0,2,2,6,4,1019.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.0,9.0,10.5,12.6,5.6,13.5,11.0,10.0,7.0,13.5
eb47b635,17.6,17.6,16.7,18.1,13.7,2.3,2.2,0.9,1.6,0.7,11.8,12.1,7.1,7.8,8.1,4,4,6,6,6,25.8,26.3,24.2,24.6,21.6,6.9,6.9,3.1,4.2,4.1,4,4,6,6,4,1010.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.0,13.1,13.3,14.0,10.8,1.5,5.5,0.5,1.0,1.5
eb7be958,16.5,16.8,17.0,16.1,13.5,1.9,2.1,1.5,1.4,0.9,11.0,12.0,9.2,8.1,7.3,5,4,6,6,4,26.8,27.9,26.8,27.6,23.9,6.4,6.3,3.6,4.7,3.2,5,6,6,6,3,1010.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.7,8.0,8.8,8.9,5.7,0.0,0.0,0.0,1.0,0.0
ebf4fb3d,13.2,12.6,11.2,13.3,9.2,4.0,2.2,1.4,1.5,1.4,17.0,10.4,8.2,8.3,9.3,7,6,6,6,3,22.1,22.5,20.5,24.2,18.9,11.9,6.7,3.0,4.8,3.8,7,6,6,6,3,1013.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.3,1.2,2.2,2.7,-0.6,0.0,0.0,0.0,0.0,0.0
ed1d6844,26.8,26.3,24.4,26.6,22.1,2.1,3.1,1.0,1.4,0.7,11.4,10.0,6.7,6.5,4.6,2,1,6,6,3,34.5,33.4,31.2,35.1,29.6,6.2,5.9,2.6,3.6,1.7,2,2,6,6,6,998.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.6,20.8,19.1,21.2,15.7,0.0,0.0,0.0,0.0,0.0
ed4878a5,18.2,17.1,16.2,19.3,13.3,2.1,1.8,1.1,1.3,0.7,8.3,8.4,6.1,5.8,6.2,6,5,1,6,6,25.3,25.6,24.6,27.0,21.9,5.7,4.5,2.3,3.8,3.0,7,5,6,6,4,1012.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.1,11.2,10.5,14.1,7.5,0.0,0.0,0.0,0.0,0.0
ee65bde5,15.5,14.3,13.1,15.1,12.2,2.5,2.8,0.7,0.9,1.1,9.0,11.4,5.5,5.4,9.0,6,6,6,2,3,22.1,21.9,19.5,21.0,19.8,5.8,6.3,2.7,3.4,3.6,6,2,6,2,3,1010.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.6,10.1,10.0,10.9,6.7,2.0,1.0,1.5,0.0,1.0
efc59e50,23.7,22.2,21.8,22.0,20.5,3.8,2.9,0.5,0.9,1.1,11.2,10.5,5.1,3.5,8.5,4,4,6,2,2,26.5,24.3,25.5,24.1,23.4,6.6,6.4,1.8,2.7,3.6,6,6,6,2,3,1008.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.1,20.7,20.5,20.6,18.0,9.5,25.5,37.0,11.0,14.5
f15a0720,7.7,6.8,7.3,7.8,4.1,2.0,1.8,1.2,1.5,0.8,10.6,11.0,6.0,7.8,5.9,6,4,6,6,4,16.6,16.2,15.0,16.7,13.3,6.8,6.0,2.4,4.7,2.4,4,4,6,6,6,1015.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.1,-0.6,0.9,0.5,-2.2,0.0,0.0,0.0,0.0,0.0
f1abd469,27.8,26.2,26.6,27.2,23.1,2.0,1.3,0.9,1.4,0.7,10.0,12.2,5.5,6.1,6.9,2,6,6,6,6,36.3,36.1,33.1,36.8,31.0,6.2,5.2,2.2,3.5,2.5,2,6,6,6,4,1007.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.4,20.7,22.6,22.4,18.2,7.0,7.0,0.0,1.5,0.0
f1cf7318,13.9,13.2,13.1,14.3,11.9,1.6,1.1,0.7,0.7,0.4,8.7,6.6,5.3,5.4,6.1,6,2,1,6,7,17.9,15.3,16.1,16.6,15.9,6.3,4.2,1.9,3.1,2.2,6,2,6,6,3,1000.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.8,9.5,8.0,12.5,5.4,39.5,31.5,44.5,32.0,40.0
f25076be,8.7,8.1,8.3,9.9,6.3,1.1,1.2,1.0,0.9,0.4,5.3,4.4,7.3,4.8,2.6,0,2,1,6,6,9.8,10.4,10.2,11.4,9.2,3.8,2.5,2.3,2.5,1.3,0,2,2,6,3,1022.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.8,5.1,5.7,7.7,2.5,5.0,0.0,0.0,9.5,8.0
f2c58f90,25.3,24.6,23.7,24.4,22.1,2.4,1.3,0.7,1.2,0.7,8.7,6.2,6.4,5.4,6.0,6,2,6,6,6,31.8,31.2,29.8,30.9,27.7,6.1,4.0,2.0,3.0,2.3,6,2,6,6,6,1004.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.1,18.6,20.6,19.7,18.4,19.5,9.0,46.0,40.0,13.5
f3710192,19.3,18.5,17.9,19.6,15.6,2.0,2.7,0.4,0.9,0.3,7.5,11.0,2.4,6.0,3.3,7,5,2,6,0,22.0,22.2,19.9,23.6,18.1,5.2,6.6,1.1,3.0,1.0,7,6,2,6,5,1012.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.6,16.9,17.2,18.1,14.6,1.0,1.5,3.5,0.5,4.5
f39ff46d,11.4,11.2,11.1,12.3,8.3,1.5,1.4,1.1,1.3,0.8,5.8,6.8,6.2,7.3,4.8,6,4,6,6,4,19.4,19.6,19.4,19.1,16.7,4.3,4.2,2.7,4.3,2.5,6,6,6,6,4,1020.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.8,3.7,5.6,8.4,2.4,0.0,0.0,0.0,0.0,0.0
f4692756,10.1,9.4,8.9,10.7,6.6,1.1,1.2,1.1,0.9,0.8,6.5,5.4,7.4,4.7,4.1,1,6,3,6,4,19.2,19.8,17.6,20.2,16.1,4.2,3.6,2.4,2.9,2.3,2,6,2,6,4,1013.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.0,2.5,3.8,5.0,0.4,0.0,0.0,0.0,0.0,0.0
f469607b,21.7,21.3,19.4,21.6,17.0,2.6,2.0,1.1,1.3,0.9,10.8,9.9,5.9,6.0,6.5,4,4,6,6,6,29.4,29.6,26.9,30.6,25.6,7.0,5.3,2.8,3.5,2.6,7,4,6,6,6,1002.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.2,14.2,14.3,14.2,11.2,0.0,0.0,0.0,0.0,0.0
f639a023,10.9,10.6,9.5,11.5,7.8,1.5,1.4,0.9,0.8,0.6,7.1,9.2,6.5,5.1,4.1,6,6,1,6,5,18.3,17.9,15.9,18.1,16.2,5.0,5.4,2.0,2.5,2.0,6,6,1,6,4,1017.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.6,3.7,5.3,6.1,1.5,0.0,0.0,0.0,0.0,0.0
f6e32cd2,26.4,24.8,23.4,25.6,21.8,3.0,1.4,1.0,1.1,0.8,11.2,9.2,5.7,4.4,5.8,6,6,6,6,3,33.8,33.2,31.5,35.0,29.6,7.6,5.9,2.5,2.5,2.4,6,6,6,6,3,1008.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.7,18.9,18.6,19.5,15.7,0.0,0.0,0.0,0.0,0.0
f7a5d849,13.6,12.8,11.8,13.6,9.8,3.2,2.2,1.6,1.3,1.7,16.4,14.0,9.7,10.7,11.8,3,3,6,6,3,24.3,23.4,22.8,25.6,20.2,10.6,7.4,3.4,5.9,4.3,3,3,6,6,3,1011.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.5,2.0,2.5,2.9,0.0,0.0,0.0,0.0,0.0,0.0
f7dba245,16.4,16.5,13.6,16.7,13.1,2.4,3.1,0.8,1.2,0.9,9.6,12.8,6.2,6.4,7.2,5,6,6,6,6,24.4,23.6,20.8,25.4,21.7,6.3,7.5,2.6,3.5,2.7,4,6,6,6,6,1004.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.4,9.6,8.3,10.8,5.2,0.0,0.5,0.0,0.0,0.0
f8cdfb6a,17.2,16.8,15.1,17.8,12.7,2.7,2.9,1.3,1.8,0.9,11.0,11.6,7.1,10.8,8.6,6,6,6,6,4,26.4,26.1,25.5,27.0,23.2,7.3,7.7,2.8,5.8,2.5,4,6,6,6,6,1008.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.8,6.9,6.0,9.0,2.4,0.0,0.0,0.0,0.0,0.0
f911df0e,24.1,23.4,23.3,24.3,20.2,1.6,1.0,0.8,1.2,0.4,11.3,5.9,5.5,9.0,4.5,3,4,6,6,4,31.3,29.3,30.0,33.1,27.0,7.4,3.8,2.1,4.0,2.0,3,6,6,6,4,1013.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.9,20.4,20.5,20.3,16.0,4.0,3.5,7.0,1.5,6.0
f9d431e8,23.4,22.3,21.1,22.5,19.9,2.6,1.8,0.4,0.6,0.3,10.0,9.7,4.5,2.5,5.9,6,4,6,2,6,27.9,27.5,25.1,26.1,23.9,7.7,5.6,1.5,1.7,1.5,6,6,6,2,4,1003.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.2,19.4,19.3,19.8,17.0,2.0,9.0,15.0,11.0,13.5
fa88bb1f,21.4,20.8,20.1,21.3,18.0,1.6,1.5,0.4,0.8,0.4,6.9,8.0,4.2,4.3,3.3,6,6,6,6,5,27.3,26.2,24.9,25.9,22.8,4.6,4.2,1.4,2.4,1.1,4,4,6,6,6,1002.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.5,17.3,17.8,18.8,15.2,7.5,3.0,7.5,6.0,9.0
fb430bc1,14.3,12.7,12.7,14.2,10.0,2.6,2.7,1.5,1.6,1.2,10.7,11.5,8.4,8.9,10.4,6,2,6,6,4,24.5,22.6,22.3,24.7,20.8,7.5,7.3,3.7,4.8,3.2,6,2,6,6,6,1005.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.3,4.6,6.0,6.3,2.2,0.0,0.0,0.0,0.0,0.0
fd48b23a,19.1,18.1,19.2,19.9,17.3,1.4,1.3,0.5,0.7,0.5,5.7,8.7,3.6,5.0,8.0,6,2,6,6,1,21.5,19.6,22.2,22.1,19.4,3.7,5.1,1.7,2.7,2.1,6,2,6,6,1,1018.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.5,16.6,17.0,18.9,15.3,49.5,26.0,43.5,28.0,38.5
fd52bb91,17.3,17.2,16.8,17.3,12.9,2.9,2.9,1.1,2.2,0.8,13.0,13.3,8.3,11.0,7.9,6,6,7,6,4,25.0,25.4,24.8,25.5,19.7,8.4,7.0,3.2,6.4,2.6,6,4,6,6,4,1008.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.1,11.5,10.2,10.3,6.3,0.5,0.5,1.5,0.0,2.5
fe708035,15.7,15.1,15.4,16.6,13.8,0.9,1.9,1.0,0.8,0.2,3.8,6.6,4.8,5.5,2.7,6,2,1,6,6,19.3,19.3,17.8,19.9,17.3,2.5,3.8,2.3,2.9,1.3,0,2,2,6,4,1020.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.7,13.0,13.7,14.9,11.9,20.5,20.0,20.5,23.0,31.5
ff11ac29,11.2,10.5,7.8,11.3,6.7,6.5,3.7,1.0,1.7,1.9,19.3,13.0,6.9,10.5,12.4,3,6,6,2,3,16.2,15.2,14.6,17.7,13.6,12.2,8.7,3.0,5.1,6.1,7,6,6,0,3,1008.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.1,3.6,1.3,4.6,-1.0,3.0,5.5,4.5,3.5,6.0
ff500151,6.4,6.6,3.3,5.2,4.0,3.3,3.3,0.9,1.2,1.9,16.5,14.7,8.2,9.2,10.8,6,4,6,2,3,10.8,12.2,9.1,12.2,7.6,9.4,8.0,3.0,5.3,5.2,6,6,6,2,3,1012.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.5,1.1,-2.1,-0.1,-1.9,0.0,0.0,2.0,0.0,0.0
