date,label,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
8a189814,2,17.9,18.1,17.4,17.4,14.6,1.4,3.1,1.0,1.3,0.7,7.4,10.1,5.6,6.4,5.8,6,1,7,6,6,27.3,25.8,26.2,25.8,23.6,4.9,6.1,2.3,4.0,2.3,6,1,6,6,4,1006.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.4,11.8,10.6,11.7,8.5,0.5,0.0,0.0,0.0,1.0
8a7f10b3,0,13.8,13.5,13.4,14.2,11.9,1.3,2.6,1.0,0.7,0.3,5.6,9.2,4.8,4.5,4.1,5,1,2,2,5,14.3,14.8,14.2,14.7,13.8,3.4,5.0,1.7,2.5,1.7,6,2,2,2,4,1020.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.3,12.7,12.3,13.6,10.7,44.5,40.0,37.5,51.5,61.5
8c2d8dcc,2,14.1,14.1,12.8,13.8,9.8,2.2,2.1,1.4,1.7,1.1,9.4,11.4,7.6,9.0,8.1,7,4,6,6,6,22.9,23.8,21.7,24.3,19.5,6.7,6.0,3.1,5.1,2.8,7,4,6,6,6,1007.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.8,5.7,6.0,5.6,1.9,0.0,0.0,0.0,0.0,0.0
8d274208,2,11.3,10.8,10.8,11.6,8.7,1.1,2.3,0.7,1.0,0.4,5.1,9.8,6.1,7.6,6.2,6,2,3,6,7,13.9,14.0,15.0,14.8,11.8,3.5,5.5,1.4,4.5,2.1,6,2,2,6,3,996.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.7,9.4,8.2,9.6,6.3,19.5,13.5,27.0,25.0,28.0
8d746fae,2,19.6,17.6,18.3,19.6,15.8,1.7,1.5,1.0,0.9,0.4,9.3,9.3,6.2,4.8,6.8,6,3,6,6,4,25.0,24.5,25.1,25.8,21.4,6.7,4.9,2.5,3.1,2.3,6,2,6,6,5,1006.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.7,13.9,14.6,16.6,10.9,10.0,6.0,1.5,19.5,9.5
8da77a9a,1,23.3,23.1,21.3,23.0,18.8,2.6,3.0,1.3,1.6,1.0,11.7,13.2,7.3,8.0,8.0,4,5,6,6,3,33.0,31.7,30.7,33.3,28.5,8.1,7.4,2.9,4.4,2.9,4,4,6,6,3,1009.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.7,14.2,14.1,13.7,10.7,0.0,0.0,0.0,0.0,0.0
8dd70895,2,9.5,9.7,7.8,9.9,5.8,2.6,2.1,1.1,1.2,1.3,13.0,12.0,10.0,9.3,10.0,7,3,6,5,7,16.9,17.6,16.0,19.1,13.8,8.7,5.8,3.2,4.4,4.4,7,7,6,6,7,1013.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.4,1.9,1.7,4.5,-0.5,0.0,0.0,0.5,0.5,0.5
8e0a48e0,2,12.7,11.6,11.0,13.7,9.0,1.7,1.7,1.1,1.0,0.6,8.2,12.1,5.6,5.8,5.7,6,5,6,6,7,20.0,19.5,18.0,21.0,15.9,5.2,6.2,2.5,3.2,2.4,6,6,6,6,3,1013.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.2,5.8,6.6,9.5,2.4,0.0,0.0,0.0,0.0,0.0
8ec6a468,1,24.7,24.0,22.1,24.2,21.4,3.2,5.3,0.4,1.1,1.3,8.1,14.6,3.9,4.7,12.0,7,6,6,2,1,28.4,26.9,23.7,28.6,23.8,6.0,9.1,1.1,2.9,2.8,7,6,2,2,1,1007.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.2,21.6,20.9,22.3,18.0,15.0,4.0,2.5,9.5,6.0
8f23084a,2,27.1,27.3,26.0,26.7,23.6,1.9,1.4,1.0,1.4,0.8,13.3,7.3,7.2,9.7,6.6,4,6,6,2,4,35.6,35.7,32.9,35.7,30.6,7.7,4.7,2.7,5.6,2.9,5,6,6,2,6,1005.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.2,21.5,21.1,21.8,17.8,8.0,0.0,0.0,3.0,0.0
8f3301dd,2,-1.4,-2.0,-3.0,-0.5,-4.9,3.2,3.5,1.0,1.3,1.4,11.8,12.1,6.6,8.6,10.9,7,3,2,6,6,2.6,1.4,0.3,4.4,-0.5,7.6,7.0,2.7,3.9,4.0,6,7,6,6,3,1004.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-5.5,-5.2,-6.8,-4.7,-8.4,1.0,0.0,9.0,0.0,4.5
8f909eb6,2,8.8,8.2,5.9,8.8,3.6,5.6,4.5,1.1,1.7,1.6,17.4,14.7,8.5,9.2,10.2,7,3,6,6,3,13.4,12.3,12.4,14.5,8.7,12.0,8.4,3.2,4.9,4.0,7,3,6,6,3,1002.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.9,1.3,-0.9,2.0,-2.3,0.0,0.0,0.5,0.0,0.0
90211c98,2,28.6,27.6,25.8,28.9,23.5,2.8,1.6,1.1,1.2,1.0,14.0,7.3,7.3,8.1,7.5,7,5,6,0,7,36.2,35.8,34.0,38.3,31.4,8.6,4.9,2.8,3.8,3.2,3,5,6,5,3,1004.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.9,20.2,20.0,22.2,16.7,0.0,0.0,0.0,0.0,0.0
90fdea46,2,27.0,26.6,23.7,27.1,22.7,2.0,1.9,1.0,1.7,0.8,11.1,8.8,6.9,8.4,7.3,7,1,1,6,4,34.8,35.5,32.0,35.1,29.8,7.3,5.0,2.8,4.9,3.4,7,1,6,6,4,1008.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.9,21.2,18.8,21.4,17.9,0.0,0.0,3.0,0.0,0.5
9120c54a,2,26.5,25.5,23.9,26.0,21.3,2.4,1.4,1.1,1.4,0.8,12.4,6.5,7.0,7.0,6.2,7,6,6,6,6,34.8,33.4,32.2,35.6,29.7,7.7,3.6,2.4,3.6,2.5,6,4,6,6,6,1007.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.5,19.7,19.1,19.8,15.8,0.0,0.0,0.0,0.0,0.0
9127e3a8,0,9.0,7.3,8.2,9.4,5.8,3.1,3.0,1.3,1.7,0.7,12.6,13.0,9.0,10.4,6.4,4,4,6,6,4,17.6,16.9,16.6,18.0,14.6,8.0,7.4,3.3,5.7,2.6,4,4,6,6,3,1018.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.4,-3.2,0.4,0.6,-2.3,0.0,0.0,0.0,0.0,0.5
91b2797d,1,9.5,9.3,7.9,9.7,6.3,1.5,1.9,1.1,1.0,0.6,6.2,8.2,5.9,4.9,4.3,6,4,6,6,4,16.1,16.9,15.2,16.8,13.1,3.9,4.6,2.2,2.8,2.2,6,4,6,6,4,1014.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.6,2.5,2.8,4.1,0.3,0.0,0.0,0.0,0.0,0.0
92e6bf80,2,1.3,0.6,-0.5,0.8,-0.9,1.1,2.6,0.8,0.6,1.4,3.9,9.6,5.4,4.4,9.1,0,1,6,5,3,8.3,6.0,7.0,9.6,5.1,2.4,5.8,1.9,2.4,3.5,3,1,6,5,7,1019.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.6,-3.2,-4.0,-3.3,-5.1,0.0,0.0,0.0,0.0,0.0
937c5c43,2,28.2,27.1,25.1,27.3,23.5,2.1,1.7,0.8,1.7,0.6,10.5,8.8,5.4,9.4,5.5,6,4,6,2,6,35.2,35.0,32.8,35.6,31.2,6.5,4.8,2.2,5.2,2.5,4,6,6,2,1,1007.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,24.0,23.0,20.7,23.0,18.0,0.0,0.0,1.0,0.0,0.0
93812b7e,1,11.4,10.5,10.8,11.4,9.7,1.0,0.9,0.4,0.6,0.4,4.5,6.3,2.9,3.4,7.3,2,6,3,6,1,14.9,13.6,13.3,13.9,12.8,3.0,3.8,1.3,2.0,2.4,2,6,2,2,1,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.1,6.6,8.0,7.3,4.4,14.0,10.5,25.5,16.5,22.0
93853fe7,0,14.9,14.9,14.7,15.0,12.9,1.6,1.9,0.3,0.7,0.4,8.2,9.8,3.6,4.5,4.0,7,6,3,6,3,17.3,17.2,16.2,16.0,15.5,5.8,5.5,1.4,2.7,1.4,7,6,2,6,3,1010.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.5,12.9,12.7,13.4,9.6,15.0,4.5,16.0,4.5,18.5
93abdff0,1,12.8,12.6,12.7,13.2,10.5,1.2,1.4,0.9,1.1,0.4,5.0,7.9,5.3,6.8,5.4,0,6,1,6,2,17.6,16.8,18.7,18.4,15.4,3.4,4.0,1.7,3.6,1.2,0,6,2,6,0,1005.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.6,7.9,9.1,9.5,6.2,22.0,18.5,16.5,19.5,29.0
94372452,2,9.5,8.4,6.9,10.1,5.2,3.8,4.3,0.9,2.0,2.1,18.0,13.6,6.6,11.5,14.5,7,3,0,6,3,15.2,14.1,12.7,15.9,10.3,11.5,8.3,2.1,5.0,4.9,7,3,2,6,3,998.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.3,1.9,0.6,2.5,-1.7,0.0,0.0,0.5,0.0,0.0
9477cff8,2,19.1,18.6,17.6,19.4,14.5,2.4,2.1,1.0,1.9,0.8,14.6,10.4,6.7,8.5,6.2,6,4,6,4,6,26.2,24.8,23.4,26.9,21.9,5.7,5.5,2.9,5.1,2.6,7,5,6,6,3,1008.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.7,14.1,13.6,12.9,9.2,0.0,0.0,0.0,0.0,0.0
9477f845,2,11.3,10.9,11.1,11.1,10.5,1.0,1.1,0.5,0.7,0.4,5.8,6.9,3.7,3.1,3.0,6,6,0,2,3,16.4,17.2,14.0,14.3,14.6,4.3,3.4,1.7,2.1,1.1,4,5,2,2,3,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.3,5.9,6.0,6.1,3.4,17.0,23.5,20.5,21.5,43.5
9479b481,2,6.1,5.6,5.4,6.6,3.7,1.7,1.8,1.0,0.9,0.8,12.1,9.8,5.9,6.2,7.0,3,3,6,4,3,12.9,13.6,12.2,15.1,11.3,7.4,5.1,2.2,3.0,2.8,3,2,6,6,3,1003.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.7,-0.7,1.0,1.5,-1.9,0.0,0.0,0.0,0.0,0.0
9627488d,2,16.3,16.0,13.6,16.5,11.9,3.1,3.2,0.6,1.2,0.8,9.8,11.2,6.8,7.6,7.1,7,6,6,6,6,21.1,20.3,19.5,22.6,16.9,7.5,6.1,2.5,4.3,2.3,7,6,6,6,3,1008.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.0,11.6,10.2,12.4,7.1,0.0,0.0,0.0,0.0,0.0
96627440,1,10.3,9.6,9.8,11.1,8.5,1.0,0.5,0.7,0.7,0.6,6.4,4.0,5.3,5.3,6.8,0,7,3,6,5,11.8,10.9,11.1,12.9,10.0,4.0,2.5,1.9,2.8,1.8,0,3,2,6,5,1004.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.1,8.4,8.6,9.6,7.2,42.0,44.0,37.5,31.0,53.0
96c7294e,0,22.3,21.5,21.6,21.4,19.5,1.5,1.4,0.3,0.9,0.4,5.7,7.4,2.4,3.6,4.9,7,6,7,5,2,24.7,23.2,24.3,24.3,21.7,3.6,4.6,1.0,2.4,1.8,3,6,0,2,1,1009.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.2,20.0,20.4,20.0,18.2,52.5,21.5,30.0,151.5,67.0
97a95cf5,2,4.0,3.2,2.1,4.2,1.5,1.5,3.6,1.0,1.1,1.3,8.3,11.5,6.9,6.1,7.6,3,1,6,7,3,13.7,11.2,11.3,15.0,9.9,5.5,7.0,3.0,3.9,3.1,3,2,6,6,6,1013.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.1,-3.3,-4.6,-3.3,-3.8,0.0,0.0,0.0,0.0,0.0
97b4c38c,0,24.5,23.9,23.0,24.4,19.7,2.5,2.2,0.9,1.6,0.6,12.2,10.6,6.1,8.2,7.7,6,6,6,6,5,31.3,30.4,30.0,31.8,27.1,7.7,5.6,2.3,4.6,2.8,4,6,6,6,4,1009.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.3,19.2,18.5,19.3,15.3,0.0,0.0,0.0,0.0,0.0
97e8ca5e,2,19.2,18.7,17.4,19.7,16.0,2.7,2.3,1.0,1.6,0.6,12.4,11.8,6.3,8.8,6.4,3,6,6,7,4,27.0,26.3,24.3,28.6,22.9,8.2,6.0,2.5,4.3,2.4,3,4,6,6,4,993.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.4,13.7,13.7,15.1,11.8,35.5,34.0,43.5,39.0,38.0
984b2a45,0,11.1,10.5,9.8,11.8,7.3,3.3,3.6,1.4,2.0,0.8,14.4,15.0,7.7,9.3,7.2,4,4,6,6,3,19.1,19.5,18.5,20.0,15.5,8.8,8.1,3.4,5.1,3.2,4,4,6,6,3,1014.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.1,1.7,2.2,3.0,-1.3,4.5,1.0,6.0,0.0,9.0
98dae936,2,21.0,21.0,19.9,21.0,16.8,2.6,2.3,1.2,1.5,0.8,12.0,10.6,6.5,7.7,6.1,6,6,6,6,5,28.8,28.8,27.2,29.5,26.3,8.1,6.0,2.5,4.7,2.3,6,6,6,6,6,1001.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.3,13.8,14.2,15.1,10.7,0.0,0.0,0.0,0.0,0.0
9a1500f7,2,9.0,7.1,5.9,9.1,4.0,3.7,3.7,1.1,1.9,1.6,15.1,12.6,8.5,11.8,9.1,6,2,6,6,3,15.7,13.9,13.8,17.0,11.1,10.0,7.4,3.1,5.8,3.4,7,2,6,6,3,1012.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.2,0.9,-0.5,2.0,-2.2,0.0,0.0,0.0,0.0,0.0
9b05a1d1,1,9.4,7.3,9.6,10.7,7.6,2.0,4.2,1.0,1.4,0.6,11.4,14.2,5.8,6.6,6.1,0,2,2,6,7,17.6,13.9,18.6,19.4,15.9,7.3,9.2,2.4,3.9,2.4,2,2,6,6,3,1013.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.3,1.9,4.5,6.8,2.1,0.0,0.0,0.0,1.0,1.5
9b4ba054,0,19.7,18.8,17.8,19.8,16.3,2.5,2.6,0.5,0.9,0.6,7.1,10.6,4.4,4.5,5.3,6,4,6,6,5,23.4,23.8,21.0,24.0,20.1,4.7,5.6,1.6,2.8,2.1,6,6,6,6,6,1008.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.4,16.8,16.4,17.9,14.6,25.0,16.0,36.0,18.0,49.5
9bff23e6,1,22.6,21.7,21.7,22.5,18.8,1.9,4.3,0.6,1.0,0.5,9.6,13.6,4.5,5.9,4.9,2,1,5,6,5,27.0,26.4,28.2,27.9,24.8,5.4,8.0,1.8,3.5,2.7,2,2,2,6,4,1001.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.1,18.8,18.6,19.2,15.9,3.0,2.0,17.0,3.5,15.0
9cbd736f,2,23.4,22.6,22.4,23.1,19.6,2.1,2.0,0.8,1.3,0.4,10.7,11.4,5.8,8.0,4.6,4,6,6,3,2,29.6,28.4,28.7,29.7,25.9,7.0,6.6,2.4,5.0,1.6,4,6,6,7,3,1007.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.4,19.5,19.9,19.3,16.5,11.5,3.5,27.0,4.0,21.5
9d549324,2,9.7,8.5,8.2,10.6,7.0,1.7,1.6,0.6,1.0,0.9,20.3,11.3,4.7,11.4,8.3,3,4,6,7,0,15.4,15.0,11.9,17.0,12.4,12.6,5.9,1.6,4.3,2.7,7,6,5,6,3,1004.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.2,3.1,4.6,6.9,3.0,4.0,2.5,7.0,8.0,9.5
9df85983,2,10.4,8.7,8.7,11.0,5.3,2.9,2.8,1.1,1.0,1.0,16.6,10.8,5.7,7.3,6.9,2,1,0,6,3,17.0,15.8,17.9,19.4,13.9,9.2,6.8,1.9,3.9,3.0,2,2,2,6,4,1016.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.1,3.7,3.8,6.8,0.1,0.0,0.0,0.0,0.0,0.0
9f483ec8,2,25.9,24.7,24.0,25.5,22.1,2.2,1.6,1.1,1.7,0.8,11.1,10.6,6.4,12.5,8.0,6,3,6,2,1,33.5,33.2,31.6,34.3,28.7,6.7,5.8,2.6,6.9,3.1,4,3,6,2,1,997.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.0,19.9,18.8,20.6,16.5,4.0,2.0,9.5,19.0,0.0
9f5c7c99,2,9.4,8.2,8.0,9.1,5.6,1.3,2.5,1.2,0.9,0.9,5.9,11.4,5.8,6.8,4.6,1,2,6,6,6,17.6,14.9,15.6,18.7,14.9,3.8,6.1,2.1,3.4,2.6,3,2,6,6,4,1012.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.6,3.7,4.3,3.0,0.6,0.0,0.0,0.0,0.0,0.0
9fc95fc8,1,-0.6,-1.2,-2.5,-0.1,-4.2,1.8,1.7,0.5,1.0,0.7,8.2,8.6,3.6,4.7,8.6,6,4,5,6,7,3.7,3.6,1.6,4.7,0.5,5.3,5.2,1.7,2.7,3.4,6,6,2,6,3,1021.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.0,-5.4,-7.0,-3.9,-10.1,0.0,0.0,0.5,0.0,0.0
9ffa8fb5,1,19.6,18.2,17.7,20.0,15.5,1.7,1.9,1.0,1.5,0.6,6.8,8.1,5.0,6.7,4.7,5,1,6,6,4,26.9,25.5,26.3,28.4,23.6,4.7,5.0,2.1,4.1,1.8,6,2,6,7,4,1012.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.9,11.8,11.7,14.4,9.5,0.0,0.0,0.0,1.0,1.0
9ffd12f7,1,27.3,26.0,24.1,25.7,23.0,1.8,1.3,1.1,1.6,0.6,11.4,13.8,5.7,18.2,5.6,7,6,2,2,3,36.4,36.6,33.5,37.2,31.9,8.0,7.7,2.4,9.8,2.7,7,3,6,2,6,1008.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.1,21.8,20.5,21.6,18.3,0.0,6.5,0.5,39.0,0.0
a0505ac8,2,21.8,21.8,20.2,22.2,19.0,1.7,1.7,0.6,0.9,0.3,8.1,9.9,4.6,4.2,3.4,6,5,6,6,4,27.2,27.1,25.3,26.8,23.7,5.6,6.3,1.9,2.7,1.3,6,5,6,6,6,1009.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.2,18.9,17.9,19.8,16.7,11.0,7.0,21.5,5.0,13.5
a10efa6b,2,9.8,9.1,6.9,9.5,6.8,2.7,2.3,0.9,1.0,1.2,11.9,13.6,6.2,9.9,10.8,6,4,6,6,3,18.1,19.0,15.8,18.8,14.3,8.0,7.9,2.2,5.3,4.6,6,5,6,6,3,1012.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.1,3.4,3.3,4.3,0.3,24.0,22.5,30.0,14.0,43.5
a17d1728,2,10.3,10.3,5.4,9.0,5.5,3.3,3.4,0.8,1.3,1.5,14.1,13.7,5.9,8.8,12.5,6,6,6,2,3,18.1,18.9,15.6,20.5,14.2,9.1,7.8,2.1,4.5,4.6,6,4,6,2,3,1010.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.7,3.0,0.4,1.2,-0.7,0.0,0.0,0.5,0.0,0.0
a1a1e7ca,2,8.6,7.6,7.0,8.0,4.2,1.5,1.7,1.0,0.8,0.9,5.3,6.5,5.8,5.8,4.8,3,2,6,6,4,17.7,17.6,16.8,17.8,15.0,4.4,3.9,2.5,3.5,2.9,3,1,6,6,4,1022.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.2,1.0,1.6,2.0,-2.0,0.0,0.0,0.0,0.0,0.0
a2321355,2,10.4,9.7,9.6,10.9,8.4,1.5,1.8,0.3,0.7,0.6,6.5,9.6,3.2,3.5,4.6,6,6,0,6,6,16.2,15.2,12.9,16.9,14.1,5.3,6.2,1.1,2.3,1.6,6,6,0,6,3,1016.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.7,6.4,7.8,7.8,5.1,2.0,5.5,3.5,3.5,4.0
a38cb0ef,1,26.4,25.9,24.5,26.1,22.3,2.1,1.5,0.6,1.4,0.7,9.2,9.3,5.1,8.2,4.9,6,5,6,6,1,33.3,33.1,31.2,32.5,28.9,6.7,5.3,1.7,4.2,2.0,6,4,6,6,1,1006.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.6,22.4,21.7,23.0,18.9,5.5,15.5,43.5,19.0,1.5
a589e0d1,2,4.2,3.5,2.4,4.7,0.0,3.6,2.4,1.1,1.6,2.1,14.0,14.2,11.3,12.0,15.6,3,7,7,5,2,8.4,7.3,7.3,9.6,2.7,8.4,5.9,3.1,7.5,5.6,6,3,7,0,3,1006.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.4,-0.7,-2.8,-0.7,-2.8,0.5,0.5,2.0,1.0,1.0
a5dc2077,2,27.8,27.2,24.9,27.5,22.6,2.0,1.4,0.8,1.4,0.7,9.0,10.6,6.3,7.9,6.7,3,3,3,6,6,34.6,36.3,33.8,35.6,30.9,6.2,5.6,2.8,4.4,2.5,3,3,6,6,3,1005.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,24.4,22.7,20.9,22.4,18.6,0.0,0.0,0.5,0.0,0.0
a61695e7,2,4.3,4.7,3.6,4.2,0.4,1.5,2.4,1.0,0.8,0.2,5.7,9.6,4.1,4.7,1.8,1,2,1,6,5,6.4,7.1,5.3,6.3,2.2,3.3,6.1,1.9,2.7,0.8,3,1,2,6,5,1014.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.1,2.8,1.6,2.5,-0.7,15.5,6.5,13.5,25.0,31.5
a65734f1,2,7.0,6.1,5.6,7.0,3.8,1.3,1.3,1.2,0.6,0.8,8.9,5.6,5.7,2.9,5.7,7,5,1,5,6,16.8,16.1,14.0,16.8,14.2,6.9,3.2,2.2,1.7,2.5,7,6,1,2,4,1022.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.2,-0.9,0.3,1.5,-2.7,0.0,0.0,0.0,0.0,0.0
a6690b20,1,24.0,23.3,21.9,24.2,20.1,2.6,2.5,0.5,1.1,0.7,7.8,9.7,5.1,6.1,4.7,4,5,6,6,4,29.8,29.9,27.9,30.5,25.5,4.9,4.9,2.1,3.5,2.1,7,4,7,6,3,1009.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.8,19.6,19.3,20.8,16.2,2.0,2.0,2.5,0.0,4.0
a6b9f6b3,0,11.4,11.3,9.8,11.6,8.4,1.7,3.3,0.5,0.9,0.5,5.8,13.4,3.4,3.8,4.4,7,6,0,2,3,13.9,14.7,11.9,14.0,11.4,3.7,8.8,1.6,2.2,1.7,7,6,0,2,2,1019.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.6,7.5,6.4,8.0,3.2,5.0,0.5,16.0,1.5,15.5
a6f012b4,1,19.8,20.0,17.5,19.4,15.1,2.3,3.4,0.9,0.8,0.5,9.5,13.9,6.3,4.2,5.6,6,4,7,6,5,25.7,25.6,24.9,26.3,22.3,6.5,8.2,2.8,2.3,2.1,6,6,6,6,4,1009.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.9,15.8,12.4,15.8,9.5,0.0,0.0,9.5,0.0,0.5
a79ce085,2,22.4,21.9,21.1,22.5,19.2,1.3,1.3,0.4,0.8,0.3,5.3,7.5,2.6,3.4,4.5,6,6,6,6,5,26.1,25.3,22.9,26.4,21.9,3.7,3.9,1.2,2.2,1.3,3,6,2,2,4,1008.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.9,20.3,19.6,20.5,16.7,30.5,19.5,37.5,25.0,24.5
a7a689f3,2,21.1,21.3,19.5,20.9,16.6,1.8,1.8,0.9,1.3,0.5,8.2,10.0,6.1,6.7,4.3,6,4,6,6,6,27.6,27.8,25.9,27.7,23.3,5.7,5.8,2.2,4.2,1.6,6,4,6,6,4,1010.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.0,16.5,15.2,15.1,12.0,0.0,0.0,0.0,0.0,0.0
a7d79d03,2,0.3,-0.6,-2.2,0.5,-3.9,4.1,4.6,0.8,1.4,2.1,17.4,20.1,6.9,8.7,13.9,7,3,6,6,3,4.7,4.2,2.1,6.0,-0.6,11.8,9.8,2.6,5.3,4.8,7,3,2,6,3,1013.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-5.0,-5.8,-8.0,-4.8,-10.2,0.5,0.0,3.5,0.0,0.5
a8c6911b,2,9.2,8.8,8.1,9.3,7.8,2.4,1.9,0.7,0.9,0.9,14.2,12.1,6.1,4.8,11.3,7,4,6,2,3,15.0,13.6,13.4,13.4,12.2,9.6,6.1,1.6,3.0,4.2,7,6,6,2,3,1006.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.7,3.4,4.2,4.8,2.7,35.5,33.5,35.5,41.5,66.0
a99f3f41,1,20.8,20.1,19.2,19.1,18.5,3.9,6.0,0.8,0.7,1.5,10.3,14.9,8.9,3.0,14.3,6,6,6,2,1,23.1,22.1,20.9,22.8,20.4,6.4,9.5,2.5,1.7,4.5,6,6,6,2,3,1003.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.0,17.0,15.9,15.7,14.6,34.0,45.5,48.5,11.0,61.0
